,Compound Name,Physical Parameter,Dimensions,Temporal Shape,Spatial Shape,Cell Methods,Cell Measures,Dimensions (from Spatial Shape),Dimensions (from Temporal Shape),CMIP7_branded_variable_name
1079,Emon.thetaot300,thetaot300,"longitude, latitude, time, depth300m",time-intv,Global field (single level),area: depth: time: mean where sea,area: areacello,"longitude,latitude",time,thetaot300_ti-u-hxy-sea
1080,Emon.thetaot700,thetaot700,"longitude, latitude, time, depth700m",time-intv,Global field (single level),area: depth: time: mean where sea,area: areacello,"longitude,latitude",time,thetaot700_ti-u-hxy-sea
1081,Emon.thetaot2000,thetaot2000,"longitude, latitude, time, depth2000m",time-intv,Global field (single level),area: depth: time: mean where sea,area: areacello,"longitude,latitude",time,thetaot2000_ti-u-hxy-sea
1082,Emon.tnhuspbl,tnhuspbl,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,tnhuspbl_ti-l-hxy-u
1083,Emon.tnhusscp,tnhusscp,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,tnhusscp_ti-l-hxy-u
1084,Emon.tntd,tntd,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,tntd_ti-l-hxy-u
1085,Emon.tntpbl,tntpbl,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,tntpbl_ti-l-hxy-u
1086,Emon.tntrlcs,tntrlcs,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,tntrlcs_ti-l-hxy-u
1087,Emon.tntrscs,tntrscs,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,tntrscs_ti-l-hxy-u
1088,Emon.tntscp,tntscp,"longitude, latitude, alevel, time",time-intv,Global field on model atmosphere levels,area: time: mean,area: areacella,"longitude,latitude,alevel",time,tntscp_ti-l-hxy-u
1089,Emon.treeFracBdlDcd,treeFracBdlDcd,"longitude, latitude, time, typetreebd",time-intv,Global field (single level),area: mean where land over all_area_types time: mean,area: areacella,"longitude,latitude",time,treeFracBdlDcd_ti-u-hxy-lnd
1090,Emon.treeFracBdlEvg,treeFracBdlEvg,"longitude, latitude, time, typetreebe",time-intv,Global field (single level),area: mean where land over all_area_types time: mean,area: areacella,"longitude,latitude",time,treeFracBdlEvg_ti-u-hxy-lnd
1091,Emon.treeFracNdlDcd,treeFracNdlDcd,"longitude, latitude, time, typetreend",time-intv,Global field (single level),area: mean where land over all_area_types time: mean,area: areacella,"longitude,latitude",time,treeFracNdlDcd_ti-u-hxy-lnd
1092,Emon.treeFracNdlEvg,treeFracNdlEvg,"longitude, latitude, time, typetreene",time-intv,Global field (single level),area: mean where land over all_area_types time: mean,area: areacella,"longitude,latitude",time,treeFracNdlEvg_ti-u-hxy-lnd
1093,Emon.tslsiLut,tslsiLut,"longitude, latitude, landUse, time",time-intv,Global field (single level),area: time: mean where sector,area: areacella,"longitude,latitude",time,tslsiLut_ti-u-hxy-lus
1094,Emon.ua,ua,"longitude, latitude, plev19, time",time-intv,Global field (19 pressure levels),area: time: mean where air,area: areacella,"longitude,latitude,plev19",time,ua_ti-p19-hxy-air
1095,Emon.utendnogw,utendnogw,"longitude, latitude, plev19, time",time-intv,Global field (19 pressure levels),time: mean,area: areacella,"longitude,latitude,plev19",time,utendnogw_ti-p19-hxy-u
1096,Emon.utendogw,utendogw,"longitude, latitude, plev19, time",time-intv,Global field (19 pressure levels),time: mean,area: areacella,"longitude,latitude,plev19",time,utendogw_ti-p19-hxy-u
1097,Emon.va,va,"longitude, latitude, plev19, time",time-intv,Global field (19 pressure levels),area: time: mean where air,area: areacella,"longitude,latitude,plev19",time,va_ti-p19-hxy-air
1098,Emon.vegFrac,vegFrac,"longitude, latitude, time, typeveg",time-intv,Global field (single level),area: mean where land over all_area_types time: mean,area: areacella,"longitude,latitude",time,vegFrac_ti-u-hxy-lnd
1099,Emon.vegHeight,vegHeight,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where vegetation (comment: mask=vegFrac),area: areacella,"longitude,latitude",time,vegHeight_ti-u-hxy-veg
1100,Emon.vegHeightGrass,vegHeightGrass,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where natural_grasses (comment: mask=grassFrac),area: areacella,"longitude,latitude",time,vegHeightGrass_ti-u-hxy-ng
1101,Emon.vegHeightShrub,vegHeightShrub,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where shrubs (comment: mask=shrubFrac),area: areacella,"longitude,latitude",time,vegHeightShrub_ti-u-hxy-shb
1102,Emon.vegHeightTree,vegHeightTree,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where trees (comment: mask=treeFrac),area: areacella,"longitude,latitude",time,vegHeightTree_ti-u-hxy-tree
1103,Emon.vtendnogw,vtendnogw,"longitude, latitude, plev19, time",time-intv,Global field (19 pressure levels),time: mean,area: areacella,"longitude,latitude,plev19",time,vtendnogw_ti-p19-hxy-u
1104,Emon.vtendogw,vtendogw,"longitude, latitude, plev19, time",time-intv,Global field (19 pressure levels),time: mean,area: areacella,"longitude,latitude,plev19",time,vtendogw_ti-p19-hxy-u
1105,Emon.wetlandCH4,wetlandCH4,"longitude, latitude, time",time-intv,Global field (single level),area: mean where land time: mean,area: areacella,"longitude,latitude",time,wetlandCH4_ti-u-hxy-lnd
1106,Emon.wetlandCH4cons,wetlandCH4cons,"longitude, latitude, time",time-intv,Global field (single level),area: mean where land time: mean,area: areacella,"longitude,latitude",time,wetlandCH4cons_ti-u-hxy-lnd
1107,Emon.wetlandCH4prod,wetlandCH4prod,"longitude, latitude, time",time-intv,Global field (single level),area: mean where land time: mean,area: areacella,"longitude,latitude",time,wetlandCH4prod_ti-u-hxy-lnd
1108,Emon.wetlandFrac,wetlandFrac,"longitude, latitude, time, typewetla",time-intv,Global field (single level),area: mean where land over all_area_types time: mean,area: areacella,"longitude,latitude",time,wetlandFrac_ti-u-hxy-lnd
1109,Emon.wsgmax10m,wsgmax10m,"longitude, latitude, time, height10m",time-intv,Global field (single level),area: mean time: maximum,area: areacella,"longitude,latitude",time,wsgmax10m_tstat-h10m-hxy-u
1110,Emon.wsgmax100m,wsgmax100m,"longitude, latitude, time, height100m",time-intv,Global field (single level),area: mean time: maximum,area: areacella,"longitude,latitude",time,wsgmax100m_tstat-h100m-hxy-u
1111,EmonZ.epfy,epfy,"latitude, plev39, time",time-intv,Atmospheric zonal mean (on 39 pressure levels),longitude: time: mean where air,,"latitude,plev39",time,epfy_ti-p39-hy-air
1112,EmonZ.epfz,epfz,"latitude, plev39, time",time-intv,Atmospheric zonal mean (on 39 pressure levels),longitude: time: mean where air,,"latitude,plev39",time,epfz_ti-p39-hy-air
1113,EmonZ.tntc,tntc,"latitude, plev39, time",time-intv,Atmospheric zonal mean (on 39 pressure levels),longitude: time: mean where air,,"latitude,plev39",time,tntc_ti-p39-hy-air
1114,EmonZ.tntmp,tntmp,"latitude, plev39, time",time-intv,Atmospheric zonal mean (on 39 pressure levels),longitude: time: mean where air,,"latitude,plev39",time,tntmp_ti-p39-hy-air
1115,EmonZ.tntnogw,tntnogw,"latitude, plev39, time",time-intv,Atmospheric zonal mean (on 39 pressure levels),longitude: time: mean where air,,"latitude,plev39",time,tntnogw_ti-p39-hy-air
1116,EmonZ.tntogw,tntogw,"latitude, plev39, time",time-intv,Atmospheric zonal mean (on 39 pressure levels),longitude: time: mean where air,,"latitude,plev39",time,tntogw_ti-p39-hy-air
1117,EmonZ.tntrl,tntrl,"latitude, plev39, time",time-intv,Atmospheric zonal mean (on 39 pressure levels),longitude: time: mean where air,,"latitude,plev39",time,tntrl_ti-p39-hy-air
1118,EmonZ.tntrlcs,tntrlcs,"latitude, plev39, time",time-intv,Atmospheric zonal mean (on 39 pressure levels),longitude: time: mean where air,,"latitude,plev39",time,tntrlcs_ti-p39-hy-air
1119,EmonZ.tntrs,tntrs,"latitude, plev39, time",time-intv,Atmospheric zonal mean (on 39 pressure levels),longitude: time: mean where air,,"latitude,plev39",time,tntrs_ti-p39-hy-air
1120,EmonZ.tntrscs,tntrscs,"latitude, plev39, time",time-intv,Atmospheric zonal mean (on 39 pressure levels),longitude: time: mean where air,,"latitude,plev39",time,tntrscs_ti-p39-hy-air
1121,EmonZ.tntscp,tntscp,"latitude, plev39, time",time-intv,Atmospheric zonal mean (on 39 pressure levels),longitude: time: mean where air,,"latitude,plev39",time,tntscp_ti-p39-hy-air
1122,EmonZ.utendepfd,utendepfd,"latitude, plev39, time",time-intv,Atmospheric zonal mean (on 39 pressure levels),longitude: time: mean where air,,"latitude,plev39",time,utendepfd_ti-p39-hy-air
1123,EmonZ.utendnogw,utendnogw,"latitude, plev39, time",time-intv,Atmospheric zonal mean (on 39 pressure levels),longitude: time: mean where air,,"latitude,plev39",time,utendnogw_ti-p39-hy-air
1124,EmonZ.utendogw,utendogw,"latitude, plev39, time",time-intv,Atmospheric zonal mean (on 39 pressure levels),longitude: time: mean where air,,"latitude,plev39",time,utendogw_ti-p39-hy-air
1125,EmonZ.vtem,vtem,"latitude, plev39, time",time-intv,Atmospheric zonal mean (on 39 pressure levels),longitude: time: mean where air,,"latitude,plev39",time,vtem_ti-p39-hy-air
1126,EmonZ.wtem,wtem,"latitude, plev39, time",time-intv,Atmospheric zonal mean (on 39 pressure levels),longitude: time: mean where air,,"latitude,plev39",time,wtem_ti-p39-hy-air
1127,Esubhr.reffclic,reffclic,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: mean where convective_cloud time: point,,"alevel,site",time1,reffclic_ti-l-hxys-ccl
1128,Esubhr.reffclis,reffclis,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: mean where stratiform_cloud time: point,,"alevel,site",time1,reffclis_ti-l-hxys-scl
1129,Esubhr.reffclwc,reffclwc,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: mean where convective_cloud time: point,,"alevel,site",time1,reffclwc_ti-l-hxys-ccl
1130,Esubhr.reffclws,reffclws,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: mean where stratiform_cloud time: point,,"alevel,site",time1,reffclws_ti-l-hxys-scl
1131,Esubhr.tnhuspbl,tnhuspbl,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tnhuspbl_ti-l-hxys-u
1132,Esubhr.tnhusscp,tnhusscp,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tnhusscp_ti-l-hxys-u
1133,Esubhr.tntd,tntd,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tntd_ti-l-hxys-u
1134,Esubhr.tntpbl,tntpbl,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tntpbl_ti-l-hxys-u
1135,Esubhr.tntrl,tntrl,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tntrl_ti-l-hxys-u
1136,Esubhr.tntrlcs,tntrlcs,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tntrlcs_ti-l-hxys-u
1137,Esubhr.tntrs,tntrs,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tntrs_ti-l-hxys-u
1138,Esubhr.tntrscs,tntrscs,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tntrscs_ti-l-hxys-u
1139,Esubhr.tntscp,tntscp,"alevel, site, time1",time-point,Atmospheric profiles at specified sites,area: point time: point,,"alevel,site",time1,tntscp_ti-l-hxys-u
1140,Eyr.baresoilFrac,baresoilFrac,"longitude, latitude, time, typebare",time-intv,Global field (single level),area: mean where land over all_area_types time: mean,area: areacella,"longitude,latitude",time,baresoilFrac_ti-u-hxy-lnd
1141,Eyr.cLitterLut,cLitterLut,"longitude, latitude, landUse, time1",time-point,Global field (single level),area: mean where sector time: point,area: areacella,"longitude,latitude",time1,cLitterLut_ti-u-hxy-lus
1142,Eyr.cProductLut,cProductLut,"longitude, latitude, landUse, time1",time-point,Global field (single level),area: mean where sector time: point,area: areacella,"longitude,latitude",time1,cProductLut_ti-u-hxy-lus
1143,Eyr.cropFrac,cropFrac,"longitude, latitude, time, typecrop",time-intv,Global field (single level),area: mean where land over all_area_types time: mean,area: areacella,"longitude,latitude",time,cropFrac_ti-u-hxy-lnd
1144,Eyr.cSoilLut,cSoilLut,"longitude, latitude, landUse, time1",time-point,Global field (single level),area: mean where sector time: point,area: areacella,"longitude,latitude",time1,cSoilLut_ti-u-hxy-lus
1145,Eyr.cVegLut,cVegLut,"longitude, latitude, landUse, time1",time-point,Global field (single level),area: mean where sector time: point,area: areacella,"longitude,latitude",time1,cVegLut_ti-u-hxy-lus
1146,Eyr.fracInLut,fracInLut,"longitude, latitude, landUse, time",time-intv,Global field (single level),area: mean where land over all_area_types time: sum,area: areacella,"longitude,latitude",time,fracInLut_tsum-u-hxy-lnd
1147,Eyr.fracLut,fracLut,"longitude, latitude, landUse, time1",time-point,Global field (single level),area: mean where land over all_area_types time: point,area: areacella,"longitude,latitude",time1,fracLut_ti-u-hxy-lnd
1148,Eyr.fracOutLut,fracOutLut,"longitude, latitude, landUse, time",time-intv,Global field (single level),area: mean where land over all_area_types time: sum,area: areacella,"longitude,latitude",time,fracOutLut_tsum-u-hxy-lnd
1149,Eyr.grassFrac,grassFrac,"longitude, latitude, time, typenatgr",time-intv,Global field (single level),area: mean where land over all_area_types time: mean,area: areacella,"longitude,latitude",time,grassFrac_ti-u-hxy-lnd
1150,Eyr.residualFrac,residualFrac,"longitude, latitude, time, typeresidual",time-intv,Global field (single level),area: mean where land over all_area_types time: mean,area: areacella,"longitude,latitude",time,residualFrac_ti-u-hxy-lnd
1151,Eyr.shrubFrac,shrubFrac,"longitude, latitude, time, typeshrub",time-intv,Global field (single level),area: mean where land over all_area_types time: mean,area: areacella,"longitude,latitude",time,shrubFrac_ti-u-hxy-lnd
1152,Eyr.treeFrac,treeFrac,"longitude, latitude, time, typetree",time-intv,Global field (single level),area: mean where land over all_area_types time: mean,area: areacella,"longitude,latitude",time,treeFrac_ti-u-hxy-lnd
1153,Eyr.vegFrac,vegFrac,"longitude, latitude, time, typeveg",time-intv,Global field (single level),area: mean where land over all_area_types time: mean,area: areacella,"longitude,latitude",time,vegFrac_ti-u-hxy-lnd
1154,Eyr.zfullo,zfullo,"longitude, latitude, olevel, time",time-intv,Global ocean field on model levels,area: mean where sea time: mean,area: areacello volume: volcello,"longitude,latitude,olevel",time,zfullo_ti-l-hxy-sea
1155,fx.areacella,areacella,"longitude, latitude",,Global field (single level),area: sum,,"longitude,latitude",,areacella_ti-u-hxy-u
1156,fx.areacellr,areacellr,"longitude, latitude",,Global field (single level),area: sum,,"longitude,latitude",,areacellr_ti-u-hxy-u
